text_a	text_b	score
她的认真感动了我们。	不失一般性，我们假设formula_69，formula_70是计算了将1和2加到n的方法的数目。	0.0
他没有看清。	白鹭坚体吸虫	0.0
没你这么问的。	虽然用一张薄铝板即可挡住β射线，但β射线的防护上采用两层屏蔽效果更好：第一层用低原子序数材料做成，可减少轫致辐射的产生；	0.0
你这么做，还要不要命了？	国际体育赛事。	0.0
顶这天儿我是来这儿打个招呼。	影集强烈地偏爱一些像是容忍和了解他人的信息，用影集的叙事手法来说，就是让主角变成另一个人（或者是，后期的章节里，女人），实际上来感受他人的处境。	0.0
巴巴的写了他的小名儿，各处贴着叫万人叫去，为的是好养活。	包括底片、CCD、CMOS等。	0.0
他一口饭没吃。	他没吃一口饭。	1.0
安静！	胆囊切除后不影响正常的生活，有患者为了不切除胆囊，轻信网上甚至不少庸医的所谓排石疗法。	0.0
大家热烈鼓掌表示庆贺。	大家热烈鼓掌然后表示庆贺。	1.0
这两个问题不同。	针对两个政权并立的局面，布尔什维克党内部意见并不统一。	0.0
留下了一点后遗症。	他们甚至可能涵盖更大量的气态甲烷。	0.0
他这个人没个正经的。	他一点都不正经。	1.0
昨天监狱里跑了一个犯人。	"已知在北美的首次""地球解放""行动于1995年发生在加拿大，出自一个自称地球解放军（，缩写为ELA）的团体之手。"	0.0
小明跟爸爸一起去看电影。	相传郭云深与八卦掌始祖董海川曾经论武相交，认为八卦掌与形意拳在拳理上有互补之功，不禁止门下相互学习，两门之间以兄弟相称，故习形意拳者多同时学习八卦掌，称为形意八卦拳。	0.0
这让他没了面子，而且还给他带来了不小的经济损失。	这年也是他第四度入选明星赛。	0.0
她没学英语。	英式英语Two-seater）以及三人座。	0.0
她收了我一百块钱。	现今，YHWH最常见的汉语译法是耶和华。	0.0
如果说过去还有点糊涂，那么今天却已经是完全清醒了。	他已经获得过18项赛事冠军，其中有4项是PGA欧洲巡回赛冠军，1项是PGA巡回赛冠军。	0.0
我觉得佳艳的德语水平远在我之上，虽然我的考试成绩比他高。	虽然我的德语考试成绩比佳艳高。然而我觉得他的水平远在我之上。	1.0
他有的是力气。	最大的改进是该机使用了英国劳斯莱斯公司生产的发动机和英国制电子设备。	0.0
钱放在手里贬值太厉害，不如拿出去投资。	在谈到自己为何会成为AV女优时，黑木麻衣坦承自己就是因为不够聪明、书读得不好，所以无法胜任其他工作。	0.0
奶奶告诉我一个天大的秘密。	在这种始料未及的特殊情况下，航海家号的凯瑟琳·珍妮薇舰长决定暂时与博格人合作，博格于是派出一个个体作为博格集合体的代表与航海家号接触，这名个体正好就是九之七。	0.0
必要的话可以搞个竞选会。	"对于较小的 ""n"" 值， 最优的 ""r"" 也可以通过动态规划方法得到。"	0.0
今天比较冷。	今天有些冷。	1.0
植树节你们植树吗？	庙侧建有望海观音庙，高两层，内奉观音、城隍及灶君老张王爷的神位。	0.0
小王被领导批评了。	经讨论，光州民主民众抗争领导部组成，决心抗争到最后一刻。	0.0
我不常逛街，因为我老没时间。	因为我老没时间，于是我不常逛街。	1.0
举起手来！	接触网导线上的25千伏单相工频交流电电流，经受电弓、主断路器进入机车后再输入主变压器，交流电经过主变压器的4个牵引绕组降压后，分别向4组相同而独立的主变流器供电，每组主变流器向一台异步牵引电动机供电，实现机车的轴控驱动，使牵引电动机产生转矩，将电能转变为机械能，经过齿轮的传递驱动轮对。	0.0
田先生毛笔字写的好。	正如他在他的书中写道的：就算在数学界，历史也常常玩奇怪的把戏：罗尔在初等微积分中如此地经常出现，就好像他是和牛顿齐名的一个数学家。	0.0
他下楼了，在门口买了几个面包，塞在书包里，然后去了图书馆。	他对穆罕默德生平事迹的搜集主要存在于两个来源中：	0.0
我做题做了三个小时。	第三插部是全曲中唯一小调性的主题，它运用一个回音音型连续不断地出现于高音部和低音部，相互对比，加强乐曲的戏剧性，c小调、4/4拍子。	0.0
几乎摔倒了。	该枪曾在1979年9月交付德国陆军部队试验，并在1980年代初期参与意大利军方新式步枪投标。	0.0
谁都知道事情的真相。	最终在反对声音下撤回。	0.0
这间房子将能容纳十个人。	这间房子将呆十个人。	1.0
在北京我们游览了不少地方。	他是岭南唯一诏准从祀孔庙的学者，有岭南第一人、广东第一大儒的荣誉。	0.0
小猪让老虎叼走了。	硬皮版本耐用一点。	0.0
这事叫你说着了。	法院有解释法律的权力，但不一定具有对法律的最终解释权。	0.0
坐在台下的母亲发现，女儿小兰的眼中闪动着泪光。	牛气冲天以家喻户晓、人见人爱的卡通剧喜羊羊与灰太狼为原型创作的动画电影，确实有点牛：50多家电视台播出几年来长盛不衰，老少咸宜，拥有众多铁杆粉丝， 屡获殊荣，成了获奖专业户；	0.0
他下楼了，在门口买了几个面包，塞在书包里，然后去了图书馆。	不过，在她执行了几个任务之后，她决定要返回地球。	0.0
一张小嘴，别提多会说话了。	千寻的前辈小玲在动画中虽未特别提及其来历，但早期设计稿中有将她归类为由白狐或是鼬鼠所变身的角色，另作画监督安藤雅司也将原先宫崎骏所描绘的小玲给修饰成较有女人味。	0.0
关于培训的具体时间，我们还没有确定下来。	目前台湾本地作品以九把刀的那些年，我们一起追的女孩最广为人知。	0.0
他尽管身体不好，可是仍然坚持工作。	他受到屈辱和压制，不允许出国旅游和讲学，研究工作受到干扰。	0.0
他时刻不忘自己的职责。	在经历了最开始的失败后，功夫乐队逐渐以自己的风格在说唱音乐界走红。	0.0
这个问题他们也许已经解决了。	因为托利党党员不满巴麦尊处理石勒苏益格-荷尔斯泰因问题（Schleswig-Holstein Question）的方法，所以两党休战在1864年结束。	0.0
如果说过去还有点糊涂，那么今天却已经是完全清醒了。	因为出自离散空间的所有映射都是连续的，离散群的拓扑同态完全就是底层群的群同态。	0.0
吃了这剂药，过两天就会好的。	在汉族移入之前，香山本为道卡斯族所栖息。	0.0
不久，被雷劈中的那棵大树又长出了嫩绿的新芽。	被雷劈中后不久，嫩绿的新芽又从那棵大树上长出来了。	1.0
我不知道该信哪一种说法，因此也就无法判断，。	糖尿病被世界卫生组织确认为一种全球性流行病。	0.0
那首歌学了我一个星期。	民国初期许多地方军阀的部队可谓刀比枪械多，抗日战争则是最后一个用刀的高峰，国军许多部队、游击队和民间抗日组织往往无力配备枪械，当时主流的刀种有苗刀和长刀，著名的长城防卫部队第二十九军正因熟娴刀术，有大刀队的别称。	0.0
你是来帮忙的，还是来起哄的？	化学成分上含二氧化硅很高，还可能含有焦石英、柯石英、斜锆石和铁镍金属等，含水则很少（平均含水量0。	0.0
下大雪了。	天上正在下大雪。	1.0
因为这件事，小田受到了表扬。	由于这件事，小田受到了表扬。	1.0
不管你说什么，他总是听不进去。	不过最后没有收到他的书面辞呈，所以没有再处理，率先在立法院就本案提出质询的中国国民党立法委员周守训要求行政院院长苏贞昌作出惩处，淡江大学教授施正锋与国立台北大学教授侯汉君批评陈全寿在立法院公然说谎。	0.0
大家别客气啊！	近年事业。	0.0
您要是再给她一个不痛快，我就把您这两年做的事都告诉哥哥。	大气化学是研究大气组成和化学过程的学科，是大气科学的一个重要分支学科。	0.0
刚一进门，我就发现今天的气氛不太一样。	某些大型的现存乌龟、鳄鱼可发现这种平顺的体温变化，体重约700公斤的板龙，可能是最小的巨温性恐龙。	0.0
她讨了个没趣儿。	三国时吴于鲁山西南筑鲁山城，为江夏郡治。	0.0
这件事非你去不成。	这件事非你去才成。	1.0
他明明知道下午有事。	刘育熙的大伯父刘半农是中国新文化运动的先驱之一，著名的文学家、语言学家；	0.0
大家热烈鼓掌表示庆贺。	"特征标 χ 记住了表示 ""r"" 本身的重要讯息。"	0.0
有你的电视看。	少不了你的电视看。	1.0
她的笑便渐渐少了。	她渐渐不笑了。	1.0
她在教室里朝我笑了笑。	此连署的连署人必须具名，且须造册。	0.0
用的放在桌子上，不用的放在一边。	考虑上述因素，这颗小行星在北京地区的最佳观测时间应为2029年4月14日凌晨1时半至2时半左右。	0.0
她送了我很多礼物。	佐治亚被划分成五个地质地区。	0.0
这个人办起事来，别提多啰嗦了。	耶稣基督后期圣徒教会(摩尔门教)也支出每年数以百万美元计的经费在它位于耶路撒冷的中心，并鼓励教会中受高等教育年龄的学生到那里学习。	0.0
我们不一定去问他。	"目前在美国的南部和中西部一些地方仍然有禁酒的县或镇（称为""dry counties""或""dry towns""）。"	0.0
那人看着都乏味。	这个星座有两个梅西耶天体：M44位于鬼宿四（巨蟹座δ）附近；	0.0
必要的话可以搞个竞选会。	需要的话可以弄个竞选会。	1.0
下课了没有？	多出的7，000万美元的用途，没有揭露，虽然美国不肯承认要对事件负责或负有法律责任，但相信是支付被击落客机当时价格的赔偿。	0.0
她用那把刀切菜。	漫画原作与电视版差异：	0.0
她的厨艺怎么样？	经济及旅游。	0.0
把中山大学建设成世界一流水平的大学！	此站东铁线范围配色与观塘线一样是天蓝色，主题花为百合，街景为又一城及香港城市大学。	0.0
他这个人就知道吃。	左手用以持琴、按弦，手型应以按弦方便省力为原则。	0.0
哪儿他都去过。	他哪儿都去过。	1.0
他一边上学，一边打工挣学费。	他上学的同时也打工挣学费。	1.0
它的宽大的叶子也是片片向上，几乎没有斜生的，更不用说倒垂了。	后脚的第一趾没有爪及相对的。	0.0
他染黄了头发。	他最喜爱的作家包括陀思妥耶夫斯基、乔伊斯、亚里士多德、卡洛·哥尔多尼、莎士比亚、莫里哀、马拉美等。	0.0
老李不是老师。	惟2009年6月的统计数据显示：澳大利亚经济在2009年第一季度不跌反涨，增幅0。	0.0
我们没有不同意。	所以鸭脷洲大街一带最早发展时一直没有巴士服务。	0.0
